epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,293.892,1.32116,1.15115,1.17431,0.63608,0.714,0.7201,0.41485,1.2805,1.09483,1.15975,0.009728,0.009728,0.009728
19,310.283,1.32577,1.13447,1.18373,0.68403,0.72307,0.73849,0.42893,1.30919,1.07312,1.17269,0.009712,0.009712,0.009712
20,326.221,1.32441,1.11789,1.17632,0.69099,0.679,0.7182,0.4117,1.34967,1.03795,1.17204,0.009696,0.009696,0.009696
21,342.467,1.29138,1.08313,1.17426,0.63864,0.67908,0.66671,0.3833,1.31073,1.14393,1.16481,0.00968,0.00968,0.00968
22,358.648,1.29346,1.09576,1.16419,0.67241,0.70457,0.74006,0.44182,1.28209,1.00275,1.18703,0.009664,0.009664,0.009664
23,375.027,1.28551,1.07402,1.17636,0.7206,0.69772,0.76268,0.44882,1.26156,0.98717,1.14986,0.009648,0.009648,0.009648
24,391.115,1.28376,1.0718,1.15527,0.69043,0.67241,0.72909,0.42341,1.34897,1.06885,1.1718,0.009632,0.009632,0.009632
25,407.361,1.27553,1.05393,1.15989,0.70385,0.69519,0.73273,0.42935,1.29942,1.01009,1.1696,0.009616,0.009616,0.009616
26,423.528,1.28014,1.05003,1.15632,0.7367,0.64438,0.73461,0.45279,1.24159,0.99323,1.15367,0.0096,0.0096,0.0096
27,439.504,1.25248,1.03602,1.15456,0.7274,0.71197,0.76558,0.45029,1.28926,0.94387,1.16411,0.009584,0.009584,0.009584
28,456.115,1.2656,1.04002,1.15851,0.71961,0.69441,0.75649,0.45572,1.27842,0.99178,1.16594,0.009568,0.009568,0.009568
29,471.891,1.24715,1.03371,1.14209,0.73302,0.6941,0.76909,0.47065,1.25153,0.93576,1.16346,0.009552,0.009552,0.009552
30,488.244,1.25288,1.01037,1.14453,0.71345,0.6943,0.75427,0.42722,1.33723,0.98657,1.18771,0.009536,0.009536,0.009536
31,504.375,1.25526,1.00814,1.15367,0.658,0.67135,0.70273,0.40759,1.3568,1.03806,1.18437,0.00952,0.00952,0.00952
32,520.316,1.26085,1.01118,1.13424,0.73364,0.74536,0.77957,0.46988,1.23366,0.97992,1.14689,0.009504,0.009504,0.009504
33,536.715,1.24513,0.98378,1.15407,0.73939,0.69613,0.76875,0.46802,1.25656,0.90291,1.14845,0.009488,0.009488,0.009488
34,552.088,1.22793,0.96855,1.14097,0.74893,0.70623,0.78877,0.48027,1.27417,0.89467,1.14152,0.009472,0.009472,0.009472
35,568.307,1.22399,0.98135,1.13565,0.70553,0.6903,0.73531,0.44075,1.26237,0.99539,1.15636,0.009456,0.009456,0.009456
36,584.308,1.22699,0.98191,1.13679,0.76372,0.71204,0.79343,0.47554,1.24437,0.94187,1.12895,0.00944,0.00944,0.00944
37,600.544,1.2401,0.98059,1.14342,0.72387,0.6851,0.76424,0.45096,1.2483,0.99718,1.13931,0.009424,0.009424,0.009424
38,616.432,1.22767,0.96149,1.1397,0.75126,0.73977,0.79973,0.48852,1.2428,0.86279,1.13066,0.009408,0.009408,0.009408
39,632.548,1.22295,0.95061,1.12201,0.75221,0.72868,0.8055,0.48361,1.23683,0.85383,1.13131,0.009392,0.009392,0.009392
40,648.572,1.22219,0.95177,1.1274,0.73326,0.71573,0.78194,0.45152,1.31899,0.93155,1.15883,0.009376,0.009376,0.009376
41,664.546,1.2295,0.9595,1.14547,0.74231,0.74575,0.80571,0.50665,1.18805,0.85299,1.12141,0.00936,0.00936,0.00936
42,680.621,1.19645,0.93371,1.11745,0.73872,0.73119,0.79055,0.487,1.2126,0.86857,1.10872,0.009344,0.009344,0.009344
43,696.521,1.20519,0.92393,1.12263,0.73848,0.70368,0.78748,0.48971,1.19985,0.87093,1.11413,0.009328,0.009328,0.009328
44,712.644,1.19941,0.94798,1.12551,0.75576,0.70871,0.79323,0.48871,1.21654,0.88564,1.12141,0.009312,0.009312,0.009312
45,728.73,1.18455,0.91419,1.11373,0.74642,0.7173,0.8064,0.51066,1.19491,0.83695,1.11803,0.009296,0.009296,0.009296
46,744.764,1.19128,0.92318,1.11315,0.73887,0.76125,0.80186,0.49668,1.17201,0.85001,1.11042,0.00928,0.00928,0.00928
47,760.842,1.17954,0.90498,1.0983,0.76674,0.73521,0.7999,0.48829,1.17675,0.87819,1.11505,0.009264,0.009264,0.009264
48,776.627,1.17629,0.90152,1.103,0.73865,0.68216,0.74367,0.46239,1.21172,0.94769,1.12763,0.009248,0.009248,0.009248
49,792.904,1.17551,0.89547,1.11323,0.76353,0.71841,0.7893,0.46799,1.26905,0.88431,1.1371,0.009232,0.009232,0.009232
50,809.271,1.15204,0.88286,1.0983,0.74758,0.74241,0.81107,0.50299,1.18512,0.84058,1.10791,0.009216,0.009216,0.009216
51,825.336,1.17353,0.91195,1.12006,0.67843,0.7766,0.78952,0.49847,1.17783,0.85436,1.09316,0.0092,0.0092,0.0092
52,841.514,1.17586,0.89068,1.11363,0.77045,0.73849,0.81691,0.50595,1.20552,0.82657,1.12025,0.009184,0.009184,0.009184
53,857.826,1.17431,0.89161,1.11584,0.76074,0.71932,0.79792,0.502,1.16687,0.83309,1.11664,0.009168,0.009168,0.009168
54,873.756,1.15192,0.86775,1.11086,0.75167,0.71676,0.80362,0.49815,1.18019,0.8474,1.10428,0.009152,0.009152,0.009152
55,889.934,1.14897,0.87884,1.10225,0.7551,0.74498,0.80828,0.49967,1.19657,0.83693,1.11182,0.009136,0.009136,0.009136
56,906.116,1.17515,0.88148,1.10724,0.74858,0.73177,0.82286,0.52181,1.16348,0.78868,1.0941,0.00912,0.00912,0.00912
57,922.179,1.16202,0.87655,1.10655,0.7999,0.69809,0.80927,0.50264,1.18466,0.82599,1.10848,0.009104,0.009104,0.009104
58,938.449,1.15551,0.86386,1.10495,0.73894,0.70387,0.77191,0.46067,1.24513,0.89299,1.13879,0.009088,0.009088,0.009088
59,954.301,1.16353,0.86761,1.10344,0.7464,0.74664,0.80758,0.51245,1.15932,0.81759,1.09343,0.009072,0.009072,0.009072
60,970.462,1.12721,0.84645,1.08014,0.74594,0.74419,0.805,0.50305,1.19108,0.83884,1.09985,0.009056,0.009056,0.009056
61,986.778,1.15354,0.85159,1.09323,0.78125,0.74311,0.82532,0.51785,1.18475,0.7769,1.10933,0.00904,0.00904,0.00904
62,1002.67,1.14167,0.8611,1.08828,0.74216,0.75216,0.82069,0.50684,1.19199,0.84776,1.10494,0.009024,0.009024,0.009024
63,1018.83,1.15158,0.8484,1.09756,0.72668,0.74283,0.81572,0.51086,1.17469,0.80605,1.1011,0.009008,0.009008,0.009008
64,1034.68,1.15551,0.85284,1.09826,0.79189,0.70862,0.81724,0.51273,1.19717,0.79101,1.11469,0.008992,0.008992,0.008992
65,1050.65,1.1344,0.8433,1.0874,0.73929,0.73198,0.82616,0.5325,1.1395,0.81867,1.08264,0.008976,0.008976,0.008976
66,1066.7,1.11296,0.82805,1.07969,0.72639,0.78066,0.82651,0.52842,1.13399,0.78828,1.07878,0.00896,0.00896,0.00896
67,1082.7,1.12609,0.8187,1.0854,0.76553,0.7386,0.82114,0.51658,1.17744,0.7726,1.10108,0.008944,0.008944,0.008944
68,1098.78,1.12087,0.82301,1.07947,0.78008,0.72886,0.817,0.5264,1.12861,0.77676,1.09003,0.008928,0.008928,0.008928
69,1114.79,1.12089,0.82325,1.09003,0.76412,0.72802,0.82308,0.51438,1.20999,0.7763,1.12112,0.008912,0.008912,0.008912
70,1130.71,1.1265,0.83199,1.08691,0.79624,0.72053,0.82779,0.51918,1.17449,0.76813,1.10876,0.008896,0.008896,0.008896
71,1146.5,1.12897,0.81756,1.08462,0.78873,0.71707,0.82872,0.52822,1.16472,0.75602,1.09627,0.00888,0.00888,0.00888
72,1162.62,1.10855,0.80144,1.07565,0.76239,0.72759,0.81421,0.51066,1.19027,0.79891,1.10067,0.008864,0.008864,0.008864
73,1177.97,1.12203,0.81088,1.08961,0.73709,0.73474,0.80578,0.50914,1.16801,0.79799,1.08626,0.008848,0.008848,0.008848
74,1193.66,1.11605,0.83051,1.08518,0.77569,0.73083,0.82396,0.52162,1.15882,0.78749,1.10461,0.008832,0.008832,0.008832
75,1209.03,1.11254,0.80053,1.08524,0.77322,0.73943,0.83782,0.53784,1.14804,0.77138,1.08431,0.008816,0.008816,0.008816
76,1224.33,1.13557,0.80556,1.08764,0.77428,0.75346,0.84166,0.53344,1.1667,0.76868,1.09812,0.0088,0.0088,0.0088
77,1239.78,1.09896,0.78378,1.08424,0.77604,0.75265,0.84213,0.5423,1.14769,0.75712,1.08959,0.008784,0.008784,0.008784
78,1255.14,1.10605,0.79389,1.08728,0.7401,0.7498,0.82428,0.52578,1.17803,0.7552,1.09749,0.008768,0.008768,0.008768
79,1270.69,1.11091,0.79361,1.08469,0.76527,0.75195,0.82849,0.5359,1.1364,0.77543,1.08659,0.008752,0.008752,0.008752
80,1286.36,1.10184,0.80486,1.07891,0.7638,0.74787,0.8367,0.53993,1.13815,0.74177,1.08664,0.008736,0.008736,0.008736
81,1301.89,1.09613,0.79656,1.07455,0.74298,0.76858,0.82741,0.52449,1.16184,0.77348,1.10644,0.00872,0.00872,0.00872
82,1317.27,1.10869,0.79623,1.09145,0.76897,0.75252,0.83245,0.54186,1.12719,0.74097,1.0742,0.008704,0.008704,0.008704
83,1333,1.10149,0.77345,1.07549,0.74662,0.77152,0.82769,0.53145,1.14663,0.74454,1.08919,0.008688,0.008688,0.008688
84,1348.65,1.10016,0.78323,1.07721,0.78981,0.71206,0.83469,0.53794,1.1631,0.73721,1.09421,0.008672,0.008672,0.008672
85,1363.99,1.08717,0.78462,1.06926,0.80192,0.72111,0.82752,0.52177,1.16007,0.76255,1.09997,0.008656,0.008656,0.008656
86,1379.84,1.09023,0.78921,1.07848,0.77026,0.72912,0.8151,0.51012,1.18555,0.78777,1.10791,0.00864,0.00864,0.00864
87,1395.47,1.07758,0.77628,1.06883,0.77964,0.76249,0.83678,0.54035,1.14335,0.74395,1.09272,0.008624,0.008624,0.008624
88,1410.9,1.09368,0.78059,1.07544,0.76705,0.74664,0.83512,0.53804,1.15246,0.74212,1.09001,0.008608,0.008608,0.008608
89,1426.59,1.07098,0.75641,1.07298,0.78103,0.73254,0.83069,0.53627,1.1577,0.73168,1.1079,0.008592,0.008592,0.008592
90,1442.23,1.08213,0.74942,1.06407,0.75528,0.76759,0.84246,0.53743,1.14982,0.73631,1.09382,0.008576,0.008576,0.008576
91,1457.64,1.08147,0.76308,1.06551,0.77443,0.76571,0.84631,0.55314,1.11659,0.72678,1.08162,0.00856,0.00856,0.00856
92,1473.19,1.07293,0.75719,1.06152,0.75925,0.78244,0.84641,0.54598,1.12357,0.7255,1.08868,0.008544,0.008544,0.008544
93,1488.67,1.07181,0.74651,1.06211,0.75547,0.73466,0.82456,0.52114,1.17731,0.77347,1.11741,0.008528,0.008528,0.008528
94,1503.99,1.07939,0.76377,1.07165,0.77628,0.75707,0.83513,0.54415,1.1305,0.73063,1.08409,0.008512,0.008512,0.008512
95,1519.44,1.06428,0.75334,1.05315,0.75634,0.76758,0.83652,0.54838,1.10963,0.72087,1.07357,0.008496,0.008496,0.008496
96,1534.95,1.10549,0.75985,1.06003,0.78133,0.76842,0.84648,0.52986,1.17147,0.73707,1.10473,0.00848,0.00848,0.00848
97,1550.29,1.0653,0.73982,1.0578,0.79166,0.76052,0.85404,0.55149,1.12585,0.7284,1.0874,0.008464,0.008464,0.008464
98,1565.99,1.05999,0.72697,1.06686,0.80532,0.73073,0.83656,0.54076,1.11618,0.73035,1.08241,0.008448,0.008448,0.008448
99,1581.6,1.068,0.73489,1.06428,0.75067,0.77817,0.83032,0.53916,1.1075,0.73351,1.07289,0.008432,0.008432,0.008432
100,1597.01,1.0517,0.74418,1.05241,0.77124,0.74687,0.8304,0.53678,1.12298,0.74538,1.07902,0.008416,0.008416,0.008416
101,1612.37,1.04811,0.71933,1.06057,0.7875,0.73806,0.83713,0.54229,1.1176,0.73223,1.08552,0.0084,0.0084,0.0084
102,1627.94,1.0595,0.73642,1.05914,0.7595,0.74024,0.81776,0.51952,1.15373,0.7535,1.10213,0.008384,0.008384,0.008384
103,1643.42,1.03523,0.72928,1.05687,0.77487,0.77793,0.83861,0.52576,1.17499,0.7552,1.09521,0.008368,0.008368,0.008368
104,1658.84,1.06346,0.72884,1.04507,0.82091,0.74092,0.85551,0.55057,1.12171,0.70037,1.08185,0.008352,0.008352,0.008352
105,1674.28,1.05416,0.72538,1.05419,0.79136,0.7606,0.85671,0.55111,1.12154,0.70727,1.07885,0.008336,0.008336,0.008336
106,1689.67,1.05507,0.72733,1.05761,0.77874,0.77707,0.85679,0.55643,1.11541,0.70339,1.07622,0.00832,0.00832,0.00832
107,1705.16,1.04165,0.71859,1.0522,0.80908,0.73673,0.83805,0.53421,1.14215,0.73394,1.08935,0.008304,0.008304,0.008304
108,1720.85,1.05066,0.73298,1.05346,0.79358,0.75918,0.85765,0.55149,1.12522,0.69737,1.07994,0.008288,0.008288,0.008288
109,1736.43,1.05253,0.71948,1.05785,0.75998,0.75491,0.83159,0.54932,1.09482,0.7303,1.06756,0.008272,0.008272,0.008272
110,1751.98,1.04416,0.71931,1.04304,0.7948,0.7555,0.84938,0.55069,1.13539,0.72089,1.08466,0.008256,0.008256,0.008256
111,1767.69,1.03474,0.70811,1.04643,0.7893,0.74854,0.83947,0.54038,1.13803,0.73322,1.0971,0.00824,0.00824,0.00824
112,1783.17,1.03131,0.70586,1.04602,0.79734,0.74791,0.85021,0.54611,1.15717,0.7268,1.10181,0.008224,0.008224,0.008224
113,1798.71,1.04509,0.70104,1.05147,0.76846,0.78516,0.85709,0.55411,1.14498,0.72665,1.08779,0.008208,0.008208,0.008208
114,1814.38,1.03707,0.71283,1.05418,0.78531,0.76336,0.85362,0.55892,1.11243,0.69592,1.08039,0.008192,0.008192,0.008192
115,1830.03,1.03694,0.71044,1.03194,0.78353,0.77229,0.85952,0.55842,1.11982,0.697,1.08086,0.008176,0.008176,0.008176
116,1845.58,1.03755,0.71577,1.05155,0.75135,0.78379,0.8377,0.54773,1.10735,0.74225,1.07376,0.00816,0.00816,0.00816
117,1861.13,1.03705,0.71054,1.04499,0.8081,0.74715,0.85111,0.55895,1.12338,0.69938,1.06832,0.008144,0.008144,0.008144
118,1876.58,1.03195,0.69904,1.03968,0.78608,0.75606,0.86022,0.56153,1.12582,0.70525,1.07534,0.008128,0.008128,0.008128
119,1892.02,1.03532,0.71413,1.03909,0.79622,0.7599,0.85002,0.54925,1.12013,0.70621,1.08275,0.008112,0.008112,0.008112
120,1907.83,1.03197,0.71007,1.04299,0.78566,0.78887,0.86327,0.56332,1.12055,0.6985,1.07023,0.008096,0.008096,0.008096
121,1923.38,1.04751,0.7067,1.04215,0.76187,0.76926,0.8511,0.55394,1.12958,0.71721,1.08044,0.00808,0.00808,0.00808
122,1938.86,1.02194,0.69315,1.03874,0.76462,0.77694,0.84983,0.5516,1.12336,0.71411,1.08622,0.008064,0.008064,0.008064
123,1954.34,1.02551,0.6873,1.0314,0.77741,0.76135,0.8473,0.55513,1.10672,0.70228,1.07818,0.008048,0.008048,0.008048
124,1969.73,1.01516,0.6778,1.0347,0.80246,0.74741,0.84759,0.55962,1.08417,0.7068,1.06655,0.008032,0.008032,0.008032
125,1985.16,1.01689,0.70734,1.0399,0.78454,0.77,0.84826,0.55302,1.10385,0.71626,1.0687,0.008016,0.008016,0.008016
126,2000.52,1.01981,0.69363,1.04431,0.81793,0.76209,0.8583,0.55764,1.09677,0.69627,1.06447,0.008,0.008,0.008
127,2015.98,1.01968,0.70011,1.04471,0.78215,0.78783,0.85225,0.55857,1.0966,0.70222,1.06788,0.007984,0.007984,0.007984
128,2031.39,1.03344,0.70112,1.04073,0.79504,0.74367,0.8474,0.55566,1.09897,0.70371,1.07123,0.007968,0.007968,0.007968
129,2046.72,1.01382,0.6871,1.03938,0.80647,0.73699,0.84566,0.55241,1.09611,0.71492,1.06784,0.007952,0.007952,0.007952
130,2062.03,1.01532,0.67762,1.03977,0.78188,0.78262,0.85494,0.56031,1.09492,0.6997,1.06737,0.007936,0.007936,0.007936
131,2077.25,0.99653,0.67459,1.03723,0.7796,0.77831,0.86257,0.56458,1.09393,0.68918,1.06886,0.00792,0.00792,0.00792
132,2092.77,1.00934,0.67756,1.0231,0.80355,0.76086,0.85291,0.56385,1.07716,0.6897,1.06239,0.007904,0.007904,0.007904
133,2108.25,0.99745,0.67251,1.03037,0.79823,0.76421,0.85461,0.55202,1.12735,0.68605,1.08476,0.007888,0.007888,0.007888
134,2123.6,1.0102,0.68128,1.03188,0.81764,0.74813,0.85832,0.55563,1.1052,0.68868,1.06571,0.007872,0.007872,0.007872
135,2139.08,1.00508,0.67978,1.03138,0.78075,0.79777,0.86701,0.56668,1.09735,0.6798,1.07121,0.007856,0.007856,0.007856
136,2154.6,1.01808,0.66825,1.02944,0.75598,0.78386,0.8494,0.55734,1.08854,0.68798,1.06678,0.00784,0.00784,0.00784
137,2169.93,1.01269,0.68135,1.0421,0.7962,0.76841,0.8581,0.56985,1.09337,0.67198,1.0626,0.007824,0.007824,0.007824
138,2185.64,1.01319,0.67032,1.02044,0.80276,0.7549,0.85747,0.56527,1.08825,0.67309,1.0555,0.007808,0.007808,0.007808
139,2201.43,0.98944,0.66368,1.02219,0.81268,0.78351,0.87021,0.57184,1.08903,0.65807,1.05974,0.007792,0.007792,0.007792
140,2216.79,1.00034,0.66529,1.02283,0.83362,0.74618,0.86336,0.5683,1.09969,0.67206,1.07195,0.007776,0.007776,0.007776
141,2232.54,1.00337,0.65748,1.03012,0.83579,0.73556,0.86039,0.56472,1.11268,0.68896,1.07107,0.00776,0.00776,0.00776
142,2248.22,1.00312,0.67719,1.02341,0.85789,0.74444,0.87314,0.56854,1.1034,0.66039,1.07144,0.007744,0.007744,0.007744
143,2263.57,0.99596,0.66155,1.02974,0.81445,0.75938,0.85966,0.56244,1.10229,0.68049,1.07749,0.007728,0.007728,0.007728
144,2279.24,0.97508,0.6631,1.02289,0.81855,0.75897,0.85819,0.56359,1.10866,0.66512,1.07963,0.007712,0.007712,0.007712
145,2294.89,1.00386,0.67332,1.02676,0.83583,0.73976,0.85707,0.56975,1.09227,0.67837,1.06725,0.007696,0.007696,0.007696
146,2310.37,0.98307,0.66421,1.02429,0.84076,0.71585,0.8532,0.55759,1.10112,0.68738,1.07341,0.00768,0.00768,0.00768
147,2325.8,0.99387,0.66525,1.02075,0.77788,0.79469,0.85291,0.55989,1.10394,0.68556,1.06881,0.007664,0.007664,0.007664
148,2341.46,0.97463,0.66675,1.0257,0.77678,0.76699,0.85273,0.55852,1.10753,0.69654,1.08146,0.007648,0.007648,0.007648
149,2356.75,0.98237,0.65069,1.0153,0.80264,0.78854,0.85961,0.56367,1.10907,0.67044,1.07737,0.007632,0.007632,0.007632
150,2372.35,0.98537,0.65726,1.02922,0.7803,0.78671,0.86111,0.56509,1.09672,0.67051,1.07507,0.007616,0.007616,0.007616
151,17720.5,0.9925,0.65665,1.02521,0.82755,0.75565,0.85606,0.56334,1.0929,0.66015,1.07059,0.0076,0.0076,0.0076
152,17738.1,0.98849,0.65224,1.02564,0.84732,0.7481,0.86383,0.57182,1.08575,0.67557,1.06006,0.007584,0.007584,0.007584
153,17755.9,0.98155,0.6443,1.01663,0.79558,0.75704,0.85995,0.56004,1.11422,0.67723,1.07439,0.007568,0.007568,0.007568
154,17773.5,0.96943,0.63305,1.01746,0.83813,0.77929,0.87489,0.57655,1.08626,0.64801,1.07129,0.007552,0.007552,0.007552
155,17790.9,0.9797,0.6508,1.02057,0.83496,0.76621,0.87238,0.5754,1.10343,0.6487,1.0784,0.007536,0.007536,0.007536
156,17808.6,0.99079,0.65161,1.0225,0.82352,0.74183,0.85376,0.56406,1.0834,0.67853,1.06777,0.00752,0.00752,0.00752
157,17826.1,0.96773,0.62766,1.0222,0.82255,0.76762,0.86761,0.5754,1.08614,0.656,1.07063,0.007504,0.007504,0.007504
158,17843.5,0.96726,0.63685,1.0062,0.80079,0.78685,0.8711,0.57742,1.09163,0.65045,1.06901,0.007488,0.007488,0.007488
159,17860.8,0.95921,0.6406,1.01381,0.78648,0.80249,0.86649,0.57342,1.08211,0.64557,1.07053,0.007472,0.007472,0.007472
160,17878.2,0.96624,0.63803,1.01168,0.81155,0.7809,0.86499,0.57626,1.08578,0.66704,1.06653,0.007456,0.007456,0.007456
161,17896,0.95545,0.63522,1.00864,0.83568,0.74295,0.8615,0.56773,1.09021,0.66712,1.07087,0.00744,0.00744,0.00744
162,17914.1,0.96873,0.6404,1.01925,0.75093,0.8276,0.86338,0.57318,1.08064,0.64599,1.06526,0.007424,0.007424,0.007424
163,17932.1,0.96796,0.62845,1.00809,0.82028,0.77431,0.87165,0.58262,1.06781,0.64387,1.06191,0.007408,0.007408,0.007408
164,17949.8,0.97217,0.63405,1.01018,0.81573,0.78139,0.85939,0.56626,1.09907,0.66108,1.06964,0.007392,0.007392,0.007392
165,17967.1,0.97445,0.64633,1.0175,0.78846,0.80117,0.87099,0.57684,1.07218,0.63743,1.0571,0.007376,0.007376,0.007376
166,17984.6,0.94314,0.63632,1.00791,0.80031,0.76602,0.85577,0.57382,1.08216,0.6574,1.06208,0.00736,0.00736,0.00736
167,18002.5,0.94381,0.62031,1.00357,0.79753,0.80158,0.86899,0.57332,1.0902,0.65185,1.07152,0.007344,0.007344,0.007344
168,18020.5,0.95912,0.63896,1.00342,0.82842,0.77484,0.86958,0.56859,1.09086,0.63963,1.0707,0.007328,0.007328,0.007328
169,18038.3,0.95264,0.62227,1.00277,0.82854,0.76655,0.86061,0.5651,1.09756,0.65833,1.07612,0.007312,0.007312,0.007312
